,air_pressure(mBar),date,coordinates,air_temperature,mass_concentration_of_chlorophyll_in_sea_water,relative_humidity,mass_concentration_of_oxygen_in_sea_wate,sea_water_practical_salinity,USA_SSHS,xco2,Methane_ppbv,tropical_storm_occurence
385,,20150616,28.0-89.0,27.8,,,,,,,,0.0
386,,20150616,28.0-88.0,28.7,,,,,,,,0.0
387,,20150616,28.0-97.0,,,,,1.4,,,,0.0
388,9999.0,20150617,29.0-92.0,29.0,,,,,,402.479675292969,,0.0
389,9999.0,20150617,29.0-92.0,29.0,,,,,,403.192687988281,,0.0
390,9999.0,20150617,29.0-92.0,29.0,,,,,,401.181945800781,,0.0
391,9999.0,20150617,29.0-92.0,29.0,,,,,,400.216644287109,,0.0
392,9999.0,20150617,29.0-92.0,29.0,,,,,,400.340240478516,,0.0
393,9999.0,20150617,29.0-92.0,29.0,,,,,,400.446075439453,,0.0
394,1015.2,20150617,28.0-92.0,28.3,,,,,,,,0.0
395,9999.0,20150617,29.0-88.0,27.8,,,,,,,,0.0
396,1013.93,20150617,28.0-94.0,10.5,,67.8,,34.81,,,,0.0
397,1017.6,20150617,30.0-87.0,31.0,,,,,,,,0.0
398,1011.7,20150617,29.0-97.0,26.3,,,,,,,,0.0
399,1012.6,20150617,28.0-95.0,27.8,,,,,,,,0.0
400,1012.1,20150617,29.0-94.0,28.1,,,,,,,,0.0
401,1017.6,20150617,30.0-88.0,29.0,,71.0,6.88,1.9,,,,0.0
402,1017.039,20150617,30.0-89.0,29.014,,73.0,,17.25,,,,0.0
403,1017.2,20150617,29.0-89.0,29.3,,,,,,,,0.0
404,1016.9,20150617,29.0-90.0,28.8,,65.5,,,,,,0.0
405,1015.5,20150617,30.0-90.0,30.2,,,,,,,,0.0
406,1015.9,20150617,30.0-91.0,29.5,,,,,,,,0.0
407,1015.5,20150617,29.0-91.0,28.5,,75.9,,0.462,,,,0.0
408,1015.2,20150617,30.0-92.0,28.4,,,,,,,,0.0
409,1013.018,20150617,30.0-93.0,28.153,,,,,,,,0.0
410,1013.5,20150617,29.0-95.0,27.868,,-999.0,,22.49,,,,0.0
411,9999.0,20150617,28.0-96.0,27.1,,,,26.677,,,,0.0
412,1012.9,20150617,30.0-95.0,30.0,,,,1.54,,,,0.0
413,1013.6,20150617,30.0-94.0,27.3,,,,23.3174,,,,0.0
414,,20150617,28.0-89.0,27.7,,,,,,,,0.0
415,,20150617,28.0-88.0,28.6,,,,,,,,0.0
416,,20150617,28.0-97.0,,,,,1.1,,,,0.0
417,9999.0,20150618,29.0-92.0,29.1,,,,,,,,0.0
418,1015.6,20150618,28.0-92.0,28.9,,,,,,,,0.0
419,1016.9,20150618,29.0-88.0,27.8,,,,,,,,0.0
420,1015.54,20150618,28.0-94.0,10.6,,62.8,,34.87,,,,0.0
421,1014.6,20150618,29.0-94.0,27.9,,,,,,,,0.0
422,1017.1,20150618,30.0-87.0,30.4,,,,,,,,0.0
423,1017.0,20150618,30.0-88.0,29.4,,70.0,6.71,1.7,,,,0.0
424,1016.508,20150618,30.0-89.0,29.549,,75.0,,18.33,,,,0.0
425,1016.9,20150618,29.0-89.0,28.8,,,,,,,,0.0
426,1016.6,20150618,29.0-90.0,28.8,,74.4,,,,,,0.0
427,1015.6,20150618,30.0-90.0,29.4,,,,,,,,0.0
428,1015.9,20150618,30.0-91.0,28.4,,,,,,,,0.0
429,1015.6,20150618,29.0-91.0,28.8,,75.3,,0.226,,,,0.0
430,1015.6,20150618,30.0-92.0,28.3,,,,,,,,0.0
431,1014.548,20150618,30.0-93.0,28.103,,,,,,,,0.0
432,1015.086,20150618,29.0-95.0,27.996,,-999.0,,20.75,,,,0.0
433,1013.8,20150618,29.0-97.0,27.4,,,,,,,,0.0
434,9999.0,20150618,28.0-96.0,27.9,,,,26.3011,,,,0.0
435,1015.0,20150618,30.0-95.0,30.7,,,,1.171,,,,0.0
436,1015.0,20150618,30.0-94.0,28.4,,,,17.5205,,,,0.0
437,,20150618,28.0-89.0,27.8,,,,,,,,0.0
438,,20150618,28.0-88.0,29.3,,,,,,,,0.0
439,,20150618,28.0-97.0,,,,,1.2,,,,0.0
440,9999.0,20150619,29.0-92.0,29.6,,,,,,,,0.0
441,1016.9,20150619,28.0-92.0,28.9,,,,,,,,0.0
442,1017.6,20150619,29.0-88.0,27.8,,,,,,,,0.0
443,1016.78,20150619,28.0-94.0,10.9,,60.3,,34.93,,,,0.0
444,1017.1,20150619,30.0-87.0,30.4,,,,,,,,0.0
445,1015.9,20150619,30.0-90.0,30.6,,,,,,,,0.0
446,1016.5,20150619,30.0-91.0,28.9,,,,,,,,0.0
447,1016.3,20150619,30.0-92.0,28.7,,,,,,,,0.0
448,1015.3,20150619,29.0-97.0,28.1,,,,,,,,0.0
449,1015.4,20150619,29.0-94.0,28.3,,,,,,,,0.0
450,1017.2,20150619,30.0-88.0,29.5,,73.0,6.56,1.9,,,,0.0
451,1016.561,20150619,30.0-89.0,30.695,,69.0,,18.39,,,,0.0
452,1017.7,20150619,29.0-89.0,28.6,,,,,,,,0.0
453,1016.7,20150619,29.0-91.0,28.7,,66.7,,0.224,,,,0.0
454,1015.372,20150619,30.0-93.0,28.408,,,,,,,,0.0
455,1014.6,20150619,29.0-95.0,28.7,,-999.0,,20.7,,,,0.0
456,9999.0,20150619,28.0-96.0,28.3,,,,26.6444,,,,0.0
457,1015.9,20150619,30.0-95.0,31.2,,,,1.21,,,,0.0
458,1016.1,20150619,30.0-94.0,28.3,,,,13.9497,,,,0.0
459,9999.0,20150619,29.0-90.0,28.3,,68.2,,,,,,0.0
460,,20150619,28.0-89.0,28.0,,,,,,,,0.0
461,,20150619,28.0-88.0,29.7,,,,,,,,0.0
462,,20150619,28.0-97.0,,,,,0.9,,,,0.0
463,1019.6,20150620,29.0-88.0,28.9,,,,,,,,0.0
464,9999.0,20150620,29.0-92.0,31.1,,,,,,,,0.0
465,1017.6,20150620,28.0-92.0,28.9,,,,,,,,0.0
466,1017.33,20150620,28.0-94.0,10.9,,63.7,,35.03,,,,0.0
467,1017.5,20150620,30.0-87.0,30.8,,,,,,,,0.0
468,1016.7,20150620,30.0-90.0,31.0,,,,,,,,0.0
469,1015.1,20150620,29.0-97.0,28.2,,,,,,,,0.0
470,1016.1,20150620,29.0-94.0,28.8,,,,,,,,0.0
471,1018.0,20150620,30.0-88.0,29.7,,71.0,6.9,2.1,,,,0.0
472,1017.417,20150620,30.0-89.0,31.371,,73.0,,16.7,,,,0.0
473,1018.5,20150620,29.0-89.0,29.4,,,,,,,,0.0
474,1017.9,20150620,29.0-90.0,29.0,,78.4,,,,,,0.0
475,1017.7,20150620,30.0-91.0,30.7,,,,,,,,0.0
476,1017.5,20150620,29.0-91.0,29.9,,74.3,,0.224,,,,0.0
477,1017.5,20150620,30.0-92.0,28.9,,,,,,,,0.0
478,1016.417,20150620,30.0-93.0,28.692,,,,,,,,0.0
479,1017.4,20150620,29.0-95.0,28.639,,99.9,,23.28,,,,0.0
480,9999.0,20150620,28.0-96.0,28.3,,,,21.2101,,,,0.0
481,1017.0,20150620,30.0-95.0,32.0,,,,1.102,,,,0.0
482,1017.1,20150620,30.0-94.0,28.9,,,,15.7025,,,,0.0
483,,20150620,28.0-89.0,28.2,,,,,,,,0.0
484,,20150620,28.0-88.0,31.3,,,,,,,,0.0
485,,20150620,28.0-97.0,,,,,0.8,,,,0.0
486,9999.0,20150621,29.0-92.0,30.4,,,,,,,,0.0
487,1018.0,20150621,28.0-92.0,29.4,,,,,,,,0.0
488,1018.6,20150621,29.0-88.0,28.9,,,,,,,,0.0
489,1017.8,20150621,28.0-94.0,11.6,,62.4,,35.11,,,,0.0
490,1017.3,20150621,29.0-94.0,29.1,,,,,,,,0.0
491,1018.0,20150621,30.0-87.0,30.9,,,,,,,,0.0
492,1019.4,20150621,30.0-88.0,30.5,,80.0,6.49,2.2,,,,0.0
493,1018.765,20150621,30.0-89.0,32.493,,64.0,,,,,,0.0
494,1019.4,20150621,29.0-89.0,30.2,,,,,,,,0.0
495,1019.0,20150621,29.0-90.0,30.3,,73.1,,,,,,0.0
496,1017.9,20150621,30.0-90.0,31.2,,,,,,,,0.0
497,1018.6,20150621,30.0-91.0,30.1,,,,,,,,0.0
498,1018.4,20150621,29.0-91.0,29.8,,60.6,,0.224,,,,0.0
499,1018.3,20150621,30.0-92.0,29.4,,,,,,,,0.0
500,1017.472,20150621,30.0-93.0,29.128,,,,,,,,0.0
501,1018.059,20150621,29.0-95.0,28.676,,-999.0,,23.16,,,,0.0
502,1016.1,20150621,29.0-97.0,28.7,,,,,,,,0.0
503,9999.0,20150621,28.0-96.0,28.5,,,,25.2676,,,,0.0
504,1018.1,20150621,30.0-95.0,32.0,,,,0.506,,,,0.0
505,1018.4,20150621,30.0-94.0,29.4,,,,18.5062,,,,0.0
506,,20150621,28.0-89.0,28.5,,,,,,,,0.0
507,,20150621,28.0-88.0,31.4,,,,,,,,0.0
508,,20150621,28.0-97.0,,,,,0.6,,,,0.0
509,1018.4,20150622,29.0-94.0,28.8,,,,,,,,0.0
510,9999.0,20150622,29.0-92.0,29.0,,,,,,,,0.0
511,1018.0,20150622,28.0-92.0,28.3,,,,,,,,0.0
512,1018.3,20150622,29.0-88.0,29.4,,,,,,,,0.0
513,1018.34,20150622,28.0-94.0,10.9,,62.5,,34.88,,,,0.0
514,1018.6,20150622,30.0-87.0,31.5,,,,,,,,0.0
515,1019.5,20150622,30.0-88.0,31.4,,74.0,7.28,2.5,,,,0.0
516,1019.505,20150622,30.0-89.0,28.487,,68.0,,,,,,0.0
517,1019.3,20150622,29.0-89.0,34.2,,,,,,,,0.0
518,1018.4,20150622,30.0-90.0,28.7,,,,,,,,0.0
519,1018.9,20150622,30.0-91.0,30.8,,,,,,,,0.0
520,1018.6,20150622,29.0-91.0,29.6,,69.1,,0.224,,,,0.0
521,1018.5,20150622,30.0-92.0,29.4,,,,,,,,0.0
522,1017.988,20150622,30.0-93.0,29.138,,,,,,,,0.0
523,1018.34,20150622,29.0-95.0,28.549,,-999.0,,23.28,,,,0.0
524,1017.0,20150622,29.0-97.0,28.3,,,,,,,,0.0
525,9999.0,20150622,28.0-96.0,28.5,,,,25.3171,,,,0.0
526,1018.6,20150622,30.0-95.0,31.9,,,,0.598,,,,0.0
527,1018.6,20150622,30.0-94.0,29.2,,,,19.5263,,,,0.0
528,9999.0,20150622,29.0-90.0,29.4,,81.7,,,,,,0.0
529,,20150622,28.0-89.0,29.0,,,,,,,,0.0
530,,20150622,28.0-88.0,30.9,,,,,,,,0.0
531,,20150622,28.0-97.0,,,,,0.4,,,,0.0
532,9999.0,20150623,29.0-92.0,31.4,,,,,,,,0.0
533,1019.0,20150623,30.0-87.0,29.2,,,,,,,,0.0
534,1018.9,20150623,30.0-92.0,31.1,,,,,,,,0.0
535,1017.7,20150623,29.0-97.0,28.6,,,,,,,,0.0
536,1019.1,20150623,29.0-89.0,32.1,,,,,,,,0.0
537,1018.2,20150623,30.0-90.0,28.0,,,,,,,,0.0
538,1020.2,20150623,30.0-91.0,23.4,,,,,,,,0.0
539,1018.138,20150623,30.0-93.0,29.698,,,,,,,,0.0
540,1018.6,20150623,28.0-92.0,28.9,,,,,,,,0.0
541,1019.0,20150623,29.0-88.0,29.4,,,,,,,,0.0
542,1018.32,20150623,29.0-95.0,21.5,,99.9,,21.9,,,,0.0
543,1018.55,20150623,28.0-94.0,11.3,,57.0,,34.86,,,,0.0
544,1019.4,20150623,30.0-89.0,31.1,,66.0,,,,,,0.0
545,763.5,20150623,29.0-91.0,30.06,,64.1,,17.73,,,,0.0
546,1018.3,20150623,30.0-88.0,30.8,,76.0,6.98,2.0,,,,0.0
547,1018.1,20150623,29.0-94.0,29.1,,,,,,,,0.0
548,9999.0,20150623,28.0-96.0,29.5,,,,25.7704,,,,0.0
549,1018.9,20150623,30.0-95.0,31.8,,,,0.738,,,,0.0
550,1019.0,20150623,30.0-94.0,30.7,,,,19.1775,,,,0.0
551,9999.0,20150623,29.0-90.0,30.7,,82.3,,,,,,0.0
552,,20150623,28.0-89.0,28.9,,,,,,,,0.0
553,,20150623,28.0-88.0,31.4,,,,,,,,0.0
554,,20150623,28.0-97.0,,,,,27.141,,,,0.0
555,1018.8,20150624,30.0-87.0,29.8,,,,,,,,0.0
556,1018.0,20150624,30.0-90.0,29.9,,,,,,,,0.0
557,1018.4,20150624,30.0-91.0,30.4,,,,,,,,0.0
558,1018.3,20150624,30.0-92.0,30.2,,,,,,,,0.0
559,1018.4,20150624,29.0-97.0,28.9,,,,,,,,0.0
560,9999.0,20150624,29.0-92.0,32.5,,,,,,,,0.0
561,1019.3,20150624,29.0-89.0,30.9,,,,,,,,0.0
562,1018.01,20150624,30.0-93.0,30.085,,,,,,,,0.0
563,1018.6,20150624,28.0-92.0,30.0,,,,,,,,0.0
564,1018.6,20150624,29.0-88.0,28.3,,,,,,,,0.0
565,1018.53,20150624,29.0-95.0,20.8,,-999.0,,22.64,,,,0.0
566,1018.71,20150624,28.0-94.0,12.1,,51.6,,34.8,,,,0.0
567,1018.8,20150624,30.0-89.0,26.8,,79.0,,,,,,0.0
568,1017.4,20150624,29.0-90.0,30.1,,67.6,,,,,,0.0
569,763.0,20150624,29.0-91.0,30.28,,64.8,,16.41,,,,0.0
570,1017.9,20150624,30.0-88.0,29.2,,67.76,6.43,28.48,,,,0.0
571,1018.3,20150624,29.0-94.0,29.3,,,,,,,,0.0
572,9999.0,20150624,28.0-96.0,29.2,,,,26.6885,,,,0.0
573,1018.7,20150624,30.0-95.0,33.0,,,,2.134,,,,0.0
574,1018.7,20150624,30.0-94.0,30.9,,,,17.7968,,,,0.0
575,,20150624,28.0-89.0,26.5,,,,,,,,0.0
576,,20150624,28.0-88.0,30.9,,,,,,,,0.0
577,,20150624,28.0-97.0,,,,,0.8,,,,0.0
578,1016.3,20150625,29.0-94.0,28.8,,,,,,,,0.0
579,9999.0,20150625,29.0-92.0,29.0,,58.2,,,,397.693450927734,,0.0
580,9999.0,20150625,29.0-92.0,29.0,,58.2,,,,401.384948730469,,0.0
581,9999.0,20150625,29.0-92.0,29.0,,58.2,,,,400.825927734375,,0.0
582,1017.3,20150625,28.0-92.0,29.4,,,,,,,,0.0
583,1016.9,20150625,29.0-88.0,27.2,,,,,,,,0.0
584,1016.8,20150625,30.0-87.0,26.2,,,,,,,,0.0
585,1016.3,20150625,30.0-90.0,25.5,,,,,,,,0.0
586,1017.5,20150625,30.0-91.0,27.0,,,,,,,,0.0
587,1017.3,20150625,30.0-92.0,29.1,,,,,,,,0.0
588,1015.3,20150625,29.0-97.0,29.8,,,,,,,,0.0
589,1017.35,20150625,28.0-94.0,12.6,,54.5,,34.06,,,,0.0
590,1017.3,20150625,29.0-89.0,30.5,,,,,,,,0.0
591,1016.21,20150625,30.0-93.0,29.852,,,,,,,,0.0
592,1016.761,20150625,29.0-95.0,15.9,,95.7,,0.25,,,,0.0
593,1016.4,20150625,30.0-89.0,28.7,,74.0,,,,,,0.0
594,761.9,20150625,29.0-91.0,29.17,,68.0,,4.44,,,,0.0
595,1015.0,20150625,30.0-88.0,26.8,,83.0,6.76,1.2,,,,0.0
596,9999.0,20150625,29.0-90.0,29.7,,75.3,,,,,,0.0
597,9999.0,20150625,28.0-96.0,29.4,,,,26.7,,,,0.0
598,1016.5,20150625,30.0-95.0,32.8,,,,3.531,,,,0.0
599,1016.9,20150625,30.0-94.0,30.6,,,,15.6803,,,,0.0
600,,20150625,28.0-89.0,28.9,,,,,,,,0.0
601,,20150625,28.0-88.0,31.1,,,,,,,,0.0
602,,20150625,28.0-97.0,,,,,26.7598,,,,0.0
603,1014.3,20150626,29.0-94.0,29.8,,,,,,,,0.0
604,9999.0,20150626,29.0-92.0,30.4,,,,,,,,0.0
605,1015.9,20150626,28.0-92.0,30.0,,,,,,,,0.0
606,1015.9,20150626,29.0-88.0,28.3,,,,,,,,0.0
607,1016.06,20150626,28.0-94.0,12.2,,57.9,,34.05,,,,0.0
608,1015.2,20150626,30.0-87.0,29.9,,,,,,,,0.0
609,1015.3,20150626,30.0-88.0,29.2,,74.0,7.05,1.0,,,,0.0
610,1014.905,20150626,30.0-89.0,29.669,,69.0,,25.07,,,,0.0
611,1016.3,20150626,29.0-89.0,29.5,,,,,,,,0.0
612,1015.6,20150626,29.0-90.0,30.3,,75.0,,,,,,0.0
613,1014.5,20150626,30.0-90.0,30.6,,,,,,,,0.0
614,1015.4,20150626,30.0-91.0,29.5,,,,,,,,0.0
615,1015.2,20150626,29.0-91.0,29.6,,63.5,,0.18,,,,0.0
616,1015.0,20150626,30.0-92.0,29.4,,,,,,,,0.0
617,1014.099,20150626,30.0-93.0,29.433,,,,,,,,0.0
618,1014.96,20150626,29.0-95.0,29.511,,94.6,,0.25,,,,0.0
619,1013.9,20150626,29.0-97.0,29.7,,,,,,,,0.0
620,9999.0,20150626,28.0-96.0,29.3,,,,26.8822,,,,0.0
621,1014.5,20150626,30.0-95.0,32.6,,,,4.363,,,,0.0
622,1014.4,20150626,30.0-94.0,30.0,,,,16.5885,,,,0.0
623,,20150626,28.0-89.0,29.7,,,,,,,,0.0
624,,20150626,28.0-88.0,30.3,,,,,,,,0.0
625,,20150626,28.0-97.0,,,,,0.9,,,,0.0
626,1015.2,20150627,29.0-88.0,28.9,,,,,,,,0.0
627,9999.0,20150627,29.0-92.0,30.5,,,,,,399.404724121094,,0.0
628,9999.0,20150627,29.0-92.0,30.5,,,,,,400.650024414062,,0.0
629,9999.0,20150627,29.0-92.0,30.5,,,,,,402.044647216797,,0.0
630,9999.0,20150627,29.0-92.0,30.5,,,,,,403.804779052734,,0.0
631,9999.0,20150627,29.0-92.0,30.5,,,,,,400.169281005859,,0.0
632,9999.0,20150627,29.0-92.0,30.5,,,,,,401.764465332031,,0.0
633,9999.0,20150627,29.0-92.0,30.5,,,,,,398.345733642578,,0.0
634,1015.9,20150627,28.0-92.0,31.1,,,,,,,,0.0
635,1015.89,20150627,28.0-94.0,11.4,,58.7,,35.21,,,,0.0
636,1014.3,20150627,29.0-94.0,29.8,,,,,,,,0.0
637,1014.9,20150627,30.0-87.0,25.1,,,,,,,,0.0
638,1014.7,20150627,30.0-88.0,29.7,,97.0,6.64,0.5,,,,0.0
639,1014.421,20150627,30.0-89.0,29.453,,62.0,,22.07,,,,0.0
640,1015.8,20150627,29.0-89.0,30.2,,,,,,,,0.0
641,1015.2,20150627,29.0-90.0,29.7,,68.5,,,,,,0.0
642,1013.6,20150627,30.0-90.0,30.3,,,,,,,,0.0
643,1014.8,20150627,30.0-91.0,29.7,,,,,,,,0.0
644,1014.8,20150627,29.0-91.0,29.9,,64.3,,0.179,,,,0.0
645,1015.0,20150627,30.0-92.0,30.0,,,,,,,,0.0
646,1013.603,20150627,30.0-93.0,29.157,,,,,,,,0.0
647,1015.625,20150627,29.0-95.0,29.501,,,,,,,,0.0
648,1014.4,20150627,29.0-97.0,29.4,,,,,,,,0.0
649,9999.0,20150627,28.0-96.0,29.1,,,,27.4933,,,,0.0
650,1014.7,20150627,30.0-95.0,32.1,,,,4.355,,,,0.0
651,1014.4,20150627,30.0-94.0,29.5,,,,23.8975,,,,0.0
652,,20150627,28.0-89.0,30.3,,,,,,,,0.0
653,,20150627,28.0-88.0,29.5,,,,,,,,0.0
654,,20150627,28.0-97.0,,,,,1.7,,,,0.0
655,9999.0,20150628,29.0-92.0,28.3,,,,,,,,0.0
656,1016.3,20150628,28.0-92.0,28.9,,,,,,,,0.0
657,1015.6,20150628,29.0-88.0,27.2,,,,,,,,0.0
658,1015.98,20150628,28.0-94.0,11.0,,63.3,,35.12,,,,0.0
659,1015.1,20150628,30.0-87.0,28.2,,,,,,,,0.0
660,1014.9,20150628,30.0-90.0,24.8,,,,,,,,0.0
661,1015.4,20150628,30.0-91.0,27.1,,,,,,,,0.0
662,1015.1,20150628,29.0-91.0,28.0,,70.6,,0.18,,,,0.0
663,1015.3,20150628,30.0-92.0,28.7,,,,,,,,0.0
664,1014.4,20150628,29.0-97.0,28.9,,,,,,,,0.0
665,1014.9,20150628,29.0-94.0,28.5,,,,,,,,0.0
666,1014.9,20150628,30.0-88.0,28.1,,79.0,6.53,0.4,,,,0.0
667,1014.072,20150628,30.0-89.0,27.443,,71.0,,26.1,,,,0.0
668,1016.1,20150628,29.0-89.0,29.1,,,,,,,,0.0
669,1015.8,20150628,29.0-90.0,29.9,,65.1,,,,,,0.0
670,1014.139,20150628,30.0-93.0,28.06,,,,,,,,0.0
671,1015.393,20150628,29.0-95.0,27.629,,,,,,,,0.0
672,9999.0,20150628,28.0-96.0,28.5,,,,27.3603,,,,0.0
673,1015.2,20150628,30.0-95.0,27.7,,,,4.453,,,,0.0
674,1015.0,20150628,30.0-94.0,28.497,,,,27.0687,,,,0.0
675,,20150628,28.0-89.0,29.1,,,,,,,,0.0
676,,20150628,28.0-88.0,30.9,,,,,,,,0.0
677,,20150628,28.0-97.0,,,,,1.2,,,,0.0
678,1009.83,20150629,29.0-92.0,30.01,,66.1,,,,,,0.0
679,1016.6,20150629,28.0-92.0,28.9,,,,,,,,0.0
680,1016.9,20150629,29.0-88.0,28.3,,,,,,,,0.0
681,1016.35,20150629,28.0-94.0,11.7,,56.8,,34.44,,,,0.0
682,1014.8,20150629,29.0-94.0,29.0,,,,,,,,0.0
683,1016.1,20150629,30.0-87.0,28.8,,,,,,,,0.0
684,1015.8,20150629,30.0-88.0,27.6,,84.0,6.93,0.5,,,,0.0
685,1015.54,20150629,30.0-89.0,27.044,,70.0,,23.7,,,,0.0
686,1017.5,20150629,29.0-89.0,29.4,,,,,,,,0.0
687,1016.8,20150629,29.0-90.0,29.2,,64.3,,,,,,0.0
688,1015.4,20150629,30.0-90.0,30.6,,,,,,,,0.0
689,1016.2,20150629,30.0-91.0,29.3,,,,,,,,0.0
690,1016.2,20150629,29.0-91.0,29.4,,75.2,,0.18,,,,0.0
691,1015.9,20150629,30.0-92.0,29.2,,,,,,,,0.0
692,1014.674,20150629,30.0-93.0,29.103,,,,,,,,0.0
693,1015.372,20150629,29.0-95.0,29.137,,,,,,,,0.0
694,1014.0,20150629,29.0-97.0,29.3,,,,,,,,0.0
695,9999.0,20150629,28.0-96.0,29.3,,,,27.4257,,,,0.0
696,1015.4,20150629,30.0-95.0,31.9,,,,5.274,,,,0.0
697,1015.4,20150629,30.0-94.0,29.1,,,,27.2809,,,,0.0
698,,20150629,28.0-89.0,28.6,,,,,,,,0.0
699,,20150629,28.0-88.0,30.5,,,,,,,,0.0
700,,20150629,28.0-97.0,,,,,4.1,,,,0.0
701,1017.8,20150630,29.0-94.0,24.1,,,,,,,,0.0
702,1011.91,20150630,29.0-92.0,27.84,,64.9,,,,395.71826171875,,0.0
703,1011.91,20150630,29.0-92.0,27.84,,64.9,,,,398.987091064453,,0.0
704,1011.91,20150630,29.0-92.0,27.84,,64.9,,,,402.283935546875,,0.0
705,1017.3,20150630,28.0-92.0,26.1,,,,,,,,0.0
706,1017.6,20150630,29.0-88.0,27.2,,,,,,,,0.0
707,1017.33,20150630,28.0-94.0,9.3,,55.4,,33.2,,,,0.0
708,1018.0,20150630,30.0-87.0,28.1,,,,,,,,0.0
709,1017.3,20150630,30.0-88.0,27.4,,67.0,7.46,0.5,,,,0.0
710,1016.7,20150630,30.0-89.0,26.6,,77.0,,23.42,,,,0.0
711,1018.2,20150630,29.0-89.0,29.0,,,,,,,,0.0
712,1017.6,20150630,29.0-90.0,29.7,,60.8,,,,,,0.0
713,1016.8,20150630,30.0-90.0,25.7,,,,,,,,0.0
714,1018.6,20150630,30.0-91.0,22.5,,,,,,,,0.0
715,1017.3,20150630,29.0-91.0,29.4,,68.7,,0.18,,,,0.0
716,1018.4,20150630,30.0-92.0,26.4,,,,,,,,0.0
717,1016.864,20150630,30.0-93.0,25.95,,,,,,,,0.0
718,1016.445,20150630,29.0-95.0,25.262,,,,,,,,0.0
719,1014.3,20150630,29.0-97.0,28.7,,,,,,,,0.0
720,9999.0,20150630,28.0-96.0,28.3,,,,27.6707,,,,0.0
721,1019.3,20150630,30.0-95.0,24.5,,,,5.987,,,,0.0
722,1018.1,20150630,30.0-94.0,22.8,,,,29.6427,,,,0.0
723,,20150630,28.0-89.0,28.9,,,,,,,,0.0
724,,20150630,28.0-88.0,25.5,,,,,,,,0.0
725,,20150630,28.0-97.0,,,,,2.2,,,,0.0
726,1011.56,20150701,29.0-92.0,30.54,,66.7,,,,,,0.0
727,1017.3,20150701,28.0-92.0,28.9,,,,,,,,0.0
728,1018.3,20150701,29.0-88.0,28.3,,,,,,,,0.0
729,1017.61,20150701,28.0-94.0,12.6,,62.1,,33.94,,,,0.0
730,1019.1,20150701,30.0-87.0,28.1,,,,,,,,0.0
731,1018.1,20150701,30.0-90.0,26.6,,,,,,,,0.0
732,1018.2,20150701,30.0-91.0,27.1,,,,,,,,0.0
733,1017.4,20150701,30.0-92.0,29.2,,,,,,,,0.0
734,1016.0,20150701,29.0-97.0,24.8,,,,,,,,0.0
735,1016.9,20150701,29.0-94.0,26.5,,,,,,,,0.0
736,1019.2,20150701,30.0-88.0,27.7,,91.0,8.26,0.5,,,,0.0
737,1018.695,20150701,30.0-89.0,26.482,,79.0,,23.16,,,,0.0
738,1018.9,20150701,29.0-89.0,29.2,,,,,,,,0.0
739,1018.6,20150701,29.0-90.0,28.3,,59.6,,,,,,0.0
740,1018.2,20150701,29.0-91.0,28.9,,76.6,,2.5,,,,0.0
741,1016.294,20150701,30.0-93.0,28.724,,,,,,,,0.0
742,1017.51,20150701,29.0-95.0,24.819,,,,,,,,0.0
743,9999.0,20150701,28.0-96.0,26.7,,,,30.5278,,,,0.0
744,1017.5,20150701,30.0-95.0,28.5,,,,4.721,,,,0.0
745,1017.3,20150701,30.0-94.0,24.8,,,,29.2192,,,,0.0
746,,20150701,28.0-89.0,28.9,,,,,,,,0.0
747,,20150701,28.0-88.0,30.7,,,,,,,,0.0
748,,20150701,28.0-97.0,,,,,0.8,,,,0.0
749,1016.4,20150702,29.0-94.0,29.1,,,,,,,,0.0
750,1017.7,20150702,30.0-87.0,30.2,,,,,,,,0.0
751,1015.4,20150702,29.0-97.0,29.2,,,,,,,,0.0
752,1017.6,20150702,30.0-89.0,30.407,,78.0,,26.33,,,,0.0
753,1018.4,20150702,29.0-89.0,29.9,,,,,,,,0.0
754,1016.7,20150702,30.0-90.0,31.5,,,,,,,,0.0
755,1017.5,20150702,30.0-91.0,29.7,,,,,,,,0.0
756,1017.1,20150702,30.0-92.0,29.3,,,,,,,,0.0
757,1016.24,20150702,30.0-93.0,29.058,,,,,,,,0.0
758,1016.962,20150702,29.0-95.0,29.272,,,,,,,,0.0
759,1010.26,20150702,29.0-92.0,30.21,,61.2,,,,,,0.0
760,1016.3,20150702,28.0-92.0,29.4,,,,,,,,0.0
761,1017.6,20150702,29.0-88.0,28.3,,,,,,,,0.0
762,1018.0,20150702,30.0-88.0,28.7,,74.25,7.48,31.49,,,,0.0
763,1016.24,20150702,28.0-94.0,12.1,,59.0,,33.79,,,,0.0
764,761.7,20150702,29.0-91.0,29.06,,75.5,,3.11,,,,0.0
765,9999.0,20150702,29.0-90.0,29.2,,73.1,,,,,,0.0
766,9999.0,20150702,28.0-96.0,28.8,,,,30.7329,,,,0.0
767,1015.8,20150702,30.0-95.0,32.1,,,,5.238,,,,0.0
768,1016.1,20150702,30.0-94.0,29.5,,,,27.6745,,,,0.0
769,,20150702,28.0-89.0,29.0,,,,,,,,0.0
770,,20150702,28.0-88.0,29.8,,,,,,,,0.0
771,,20150702,28.0-97.0,,,,,34.9421,,,,0.0
772,1009.61,20150703,29.0-92.0,30.62,,58.8,,,,,,0.0
773,1015.6,20150703,28.0-92.0,30.0,,,,,,,,0.0
